"Time Domain Body Activity  Average-X"	"Time Domain Body Activity  Average-Y"	"Time Domain Body Activity  Average-Z"	"Time Domain Gravity Activity  Average-X"	"Time Domain Gravity Activity  Average-Y"	"Time Domain Gravity Activity  Average-Z"	"Time Domain Body Activity Jerk Average-X"	"Time Domain Body Activity Jerk Average-Y"	"Time Domain Body Activity Jerk Average-Z"	"Time Domain Body Activity Mag Average"	"Time Domain Gravity Activity Mag Average"	"Time Domain Body Activity JerkMag Average"	"Frequency Domain Body Activity  Average-X"	"Frequency Domain Body Activity  Average-Y"	"Frequency Domain Body Activity  Average-Z"	"Frequency Domain Body Activity Jerk Average-X"	"Frequency Domain Body Activity Jerk Average-Y"	"Frequency Domain Body Activity Jerk Average-Z"	"Frequency Domain Body Activity Mag Average"	"Frequency Domain BodyBody Activity JerkMag Average"
0.2738869	-0.015061284	-0.10878968	-0.4948787	0.60147895	0.8200389	0.081886526	0.01155484	-0.0030230607	-0.99418516	-0.99418516	-0.99058095	-0.99353039	-0.99018435	-0.98896774	-0.99330283	-0.990243	-0.98559471	-0.9931842	-0.99256714
0.27751354	-0.016147393	-0.10823735	-0.49626483	0.60288166	0.81995699	0.07095786	0.0052918308	0.0054042661	-0.9934516	-0.9934516	-0.98985587	-0.9925183	-0.98721458	-0.98724894	-0.99137539	-0.98884233	-0.98545846	-0.99305161	-0.99193968
0.27331899	-0.018512447	-0.10603476	-0.49669909	0.60355486	0.81996216	0.075872789	0.0071970321	-0.00063190575	-0.99332629	-0.99332629	-0.992139	-0.99206508	-0.98735935	-0.99341027	-0.99038712	-0.98862693	-0.99410497	-0.99622171	-0.99470821
0.27534849	-0.018987795	-0.1054368	-0.49806152	0.60282123	0.8205975	0.077219792	0.013561525	-0.00016013794	-0.99283979	-0.99283979	-0.99144152	-0.99287194	-0.98766428	-0.99117574	-0.99209404	-0.98759045	-0.99184374	-0.99518952	-0.99522769
0.27531603	-0.018624391	-0.10718468	-0.49897879	0.60167285	0.82171308	0.071955744	0.0098456117	-0.0068349246	-0.99443689	-0.99443689	-0.99077677	-0.99462611	-0.98945209	-0.99046263	-0.99561228	-0.9882662	-0.98824113	-0.99523414	-0.99452813
0.27498125	-0.01696922	-0.10765289	-0.49970268	0.6007326	0.82240119	0.077989015	0.014282946	-0.0070789391	-0.99576284	-0.99576284	-0.99359138	-0.99333077	-0.99099705	-0.99246347	-0.99429458	-0.99081254	-0.9912263	-0.99527375	-0.99443258
0.27517079	-0.016737088	-0.10909875	-0.50036736	0.60076622	0.82262525	0.077504385	0.0055820511	-0.00055051838	-0.99590924	-0.99590924	-0.99460399	-0.99205359	-0.99225295	-0.99695998	-0.99317447	-0.99157729	-0.99461344	-0.99712265	-0.99527553
0.27501577	-0.016701014	-0.10608583	-0.50139416	0.60091693	0.82262746	0.077953917	0.0078328515	0.0043555904	-0.99414468	-0.99414468	-0.99220543	-0.99294144	-0.98679431	-0.99382816	-0.99370964	-0.98841803	-0.99002059	-0.9948742	-0.99330854
0.27907113	-0.017360032	-0.10881898	-0.50231322	0.60098144	0.82308489	0.07899763	0.013578316	0.0068129776	-0.99377343	-0.99377343	-0.99194609	-0.99308158	-0.98646349	-0.99116074	-0.99377812	-0.98778537	-0.99061304	-0.99608036	-0.99428419
0.28031625	-0.017974275	-0.10791301	-0.50175563	0.60095106	0.82268911	0.072825536	0.0093957327	-0.0085652428	-0.99569789	-0.99569789	-0.99227834	-0.99352972	-0.99107803	-0.99330277	-0.99237295	-0.9889494	-0.99265989	-0.99770458	-0.99504187
0.27731469	-0.016959634	-0.10808627	-0.50114214	0.60064762	0.8226795	0.07244478	0.012146848	-0.0024456275	-0.99568891	-0.99568891	-0.99217685	-0.99289232	-0.99350405	-0.99211375	-0.99191968	-0.99247644	-0.99094552	-0.99722002	-0.99531594
0.27295309	-0.017039404	-0.10929591	-0.50143438	0.60068921	0.82304539	0.07911311	0.015066386	0.0068315196	-0.99656609	-0.99656609	-0.99469017	-0.99385044	-0.99467198	-0.99374329	-0.99390627	-0.9953862	-0.99327437	-0.99808627	-0.99489816
0.27369984	-0.012533071	-0.11472798	-0.5026762	0.60093678	0.82266583	0.075672523	0.011816714	-0.00076147807	-0.98435276	-0.98435276	-0.98046971	-0.97985396	-0.96726833	-0.98173213	-0.97751529	-0.96748275	-0.9828338	-0.97452318	-0.97197603
0.26216154	-0.0019382889	-0.10895574	0.9721845	-0.18204011	-0.008719726	0.4712904	0.30115094	0.017788855	-0.28321582	-0.28321582	-0.3539293	-0.30749967	-0.25827666	-0.2548537	-0.38407251	-0.36059191	-0.33438314	-0.33221218	-0.29366305
0.28798399	-0.011840057	-0.13084872	0.97132846	-0.16786695	-0.020179996	0.30784623	-0.25591722	-0.21488176	-0.18505935	-0.18505935	-0.15166918	-0.25520628	-0.16260675	-0.24130981	-0.29887067	-0.18115616	-0.28844055	-0.27746055	-0.23359329
0.25423798	-0.02137065	-0.12090239	0.96468305	-0.15661187	-0.028943735	-0.3655341	0.0065472161	-0.11086125	-0.1918834	-0.1918834	-0.16740177	-0.21758077	-0.11255696	-0.2692229	-0.27996258	-0.10838495	-0.2963436	-0.25688053	-0.18839227
0.27013405	-0.0091863859	-0.089240655	0.96630723	-0.1540519	-0.023125546	0.13487786	0.23109908	-0.22473779	-0.224725	-0.224725	-0.20257712	-0.38085227	-0.13007842	-0.32235781	-0.39167885	-0.18091647	-0.26349622	-0.30654457	-0.22489562
0.35643891	-0.0083970987	-0.13160283	0.96954537	-0.15505579	-0.025886816	-0.020585526	-0.16691972	-0.091157145	-0.21001834	-0.21001834	-0.16646073	-0.31484644	-0.033642435	-0.27722224	-0.31670244	-0.05413827	-0.29841923	-0.28243464	-0.19353034
0.21506183	-0.023244915	-0.13607042	0.9664168	-0.15751867	-0.038051595	0.09025083	0.10772369	0.49809238	-0.18410961	-0.18410961	-0.16872129	-0.25330703	-0.13167177	-0.24564038	-0.24357276	-0.14008465	-0.30769845	-0.26090034	-0.15588872
0.26735217	-0.0073293316	-0.066749146	0.96370403	-0.16123305	-0.04431924	0.48148111	-0.2908879	-0.18198675	-0.21103583	-0.21103583	-0.21035915	-0.22792218	-0.16856581	-0.34526885	-0.30520143	-0.091181948	-0.37409158	-0.32611921	-0.14100478
0.36431548	-0.024319802	-0.083189286	0.96578781	-0.1589065	-0.033889595	-0.039360128	-0.28522592	-0.13208302	-0.23540932	-0.23540932	-0.22440961	-0.31353036	-0.053014727	-0.29786474	-0.31761239	-0.13874822	-0.40112442	-0.36315248	-0.23409464
0.25068005	-0.040020277	-0.11614183	0.969269	-0.15291985	-0.018175078	-0.22238175	0.43814863	0.23072742	-0.23412476	-0.23412476	-0.25997323	-0.26999987	-0.080794351	-0.34477661	-0.32144635	-0.16205687	-0.43843673	-0.33774529	-0.24209162
0.22636149	-0.0046884578	-0.11076007	0.97678002	-0.15288911	-0.01215608	0.24590815	0.29055283	0.23544734	-0.25385216	-0.25385216	-0.27481106	-0.35453496	-0.079000778	-0.35489276	-0.37159087	-0.19091837	-0.42283138	-0.37071927	-0.29012757
0.30157039	-0.00083704355	-0.11235329	0.9769838	-0.15518678	-0.017545005	0.4127088	0.14011827	-0.11920272	-0.23213047	-0.23213047	-0.22395706	-0.33279609	-0.086553915	-0.34180561	-0.38619779	-0.1607755	-0.41158222	-0.37966086	-0.27428645
0.27210781	-0.01241427	-0.11388504	0.96879848	-0.15328026	-0.021311951	-0.2208926	0.0062070887	-0.077671889	-0.20713616	-0.20713616	-0.22035929	-0.28298177	-0.22472672	-0.35083192	-0.33162462	-0.27797362	-0.40262269	-0.35657306	-0.2582631
0.26346967	-0.014142748	-0.094755546	0.96874471	-0.15152724	-0.021073249	0.12132062	-0.15135745	-0.023579225	-0.20890426	-0.20890426	-0.22203395	-0.33140551	-0.20479012	-0.33537478	-0.3725566	-0.24986464	-0.37186873	-0.32646098	-0.27399829
0.34742935	-0.027708096	-0.1079105	0.97327704	-0.15120303	-0.023993399	0.11087564	-0.23483306	-0.14349329	-0.21704333	-0.21704333	-0.1781348	-0.33133755	-0.08077628	-0.3122901	-0.37150829	-0.18527317	-0.3674634	-0.34546565	-0.28057769
0.29204697	0.0026883359	-0.14688674	0.96809589	-0.1803685	-0.0018031054	-0.24348679	-0.063867482	-0.20873722	-0.24667669	-0.24667669	-0.34503983	-0.26858079	-0.23345148	-0.31251485	-0.36430042	-0.33388162	-0.51815041	-0.36452626	-0.32676725
0.23098736	0.0088719087	-0.14708507	0.96889879	-0.17199984	-0.023148313	0.18175115	-0.23016295	0.43286597	-0.21796298	-0.21796298	-0.23177777	-0.27533271	-0.22899163	-0.2916512	-0.30268392	-0.31345382	-0.36267902	-0.34503405	-0.27811068
0.32990992	-0.03299169	-0.080607302	0.9681364	-0.16126495	-0.045851622	0.217887	-0.024308141	-0.2790938	-0.20420931	-0.20420931	-0.19604785	-0.24588519	-0.21650865	-0.2903899	-0.28086602	-0.26979601	-0.29962576	-0.26535283	-0.18944208
0.30100935	-0.039490784	-0.12444926	0.97234236	-0.16179625	-0.042788408	-0.34261276	0.15400929	-0.32665121	-0.21861792	-0.21861792	-0.21996219	-0.25680483	-0.1178084	-0.31347767	-0.34832694	-0.16853398	-0.36218475	-0.35321855	-0.19978081
0.18402799	5.6129351e-06	-0.10463164	0.97368425	-0.16337186	-0.041646488	0.058633353	0.14467901	0.22066681	-0.26036469	-0.26036469	-0.29221306	-0.33922433	-0.21072785	-0.35428126	-0.38153889	-0.27854643	-0.40577082	-0.37484036	-0.31444441
0.29131635	-0.0010652766	-0.072461402	0.96843402	-0.15994439	-0.035960228	0.2940469	-0.22053079	-0.29701051	-0.25363482	-0.25363482	-0.27848105	-0.32433047	-0.24439642	-0.30126145	-0.37432195	-0.34443466	-0.38657652	-0.35792249	-0.33205786
0.37597769	-0.0014217152	-0.10434376	0.9682011	-0.16005285	-0.026654211	-0.10983538	-0.053984651	0.00432226	-0.22769307	-0.22769307	-0.19415705	-0.30920398	-0.15665696	-0.3010143	-0.3356787	-0.20918318	-0.34823858	-0.31782779	-0.24274905
0.21843518	-0.0065395063	-0.10683856	0.97219027	-0.1547221	-0.022363572	-0.01895624	0.19298408	0.48095956	-0.20520527	-0.20520527	-0.19468667	-0.29705493	-0.11961908	-0.22230159	-0.31310164	-0.12465131	-0.2733644	-0.33853457	-0.17870645
0.24560818	-0.024207848	-0.077141968	0.9708417	-0.14990158	-0.022774614	0.58203421	0.012919146	-0.014579814	-0.19564984	-0.19564984	-0.2322226	-0.21058728	-0.16229742	-0.28714311	-0.33681237	-0.19220853	-0.34540721	-0.34181435	-0.23596753
0.34842299	-0.035846178	-0.12345671	0.96731581	-0.15373375	-0.024688032	0.099286197	-0.23201006	-0.15796563	-0.21442919	-0.21442919	-0.18884447	-0.28697849	-0.093076902	-0.29900784	-0.29782759	-0.15469451	-0.36577369	-0.34395232	-0.20843824
0.24139679	-0.039096788	-0.15647682	0.96807446	-0.15557343	-0.025503886	-0.29282318	0.13441378	0.023700835	-0.2661097	-0.2661097	-0.23330597	-0.32750526	-0.095708275	-0.31366515	-0.38247062	-0.10021827	-0.34088641	-0.36496883	-0.23904165
0.21905113	0.012745114	-0.090210199	0.96892887	-0.15734074	-0.027595814	0.17907744	0.029670285	0.036770262	-0.32536151	-0.32536151	-0.29868186	-0.41439999	-0.15035924	-0.40023971	-0.43277734	-0.18291909	-0.46532617	-0.34954611	-0.31426282
0.31454613	0.0030913283	-0.079624783	0.97149916	-0.14859398	-0.021502347	0.14970729	-0.29365083	-0.2397135	-0.29279867	-0.29279867	-0.2589928	-0.43450914	-0.038278136	-0.31650475	-0.44223665	-0.10873634	-0.44564261	-0.32715638	-0.32452312
0.33767432	-0.02787337	-0.11998003	0.97677324	-0.14228326	-0.013034125	-0.24740815	0.06914457	-0.055049161	-0.23601035	-0.23601035	-0.23207507	-0.31051334	-0.09039884	-0.27999228	-0.39104274	-0.14941998	-0.36141404	-0.34434595	-0.23554318
0.41366714	0.0032161517	-0.095722672	0.93074592	-0.16763128	-0.0031759087	-0.53309059	0.44321917	0.16826977	0.10861265	0.10861265	-0.15401475	0.17374312	-0.069561429	-0.42352609	0.054435158	-0.16907412	-0.52157289	0.14534086	-0.048439736
0.15172996	0.025405834	-0.061628488	0.95470606	-0.13968016	-0.0067045352	0.3334164	-0.010873755	-0.56010949	-0.0039832313	-0.0039832313	-0.25785178	-0.046449589	-0.2540285	-0.45900853	-0.15326853	-0.31814454	-0.40131862	-0.076675065	-0.24224522
0.35549728	-0.038700041	-0.14114773	0.97190586	-0.12386404	-0.0066858516	0.49379296	-0.036382155	0.072165222	0.053554901	0.053554901	-0.13756313	0.19437595	0.0030448957	-0.29538384	-0.038411889	-0.14188068	-0.37659506	0.13988886	0.047731211
0.31877287	-0.02483298	-0.10619261	0.96939351	-0.132259	-0.014644686	-0.30976365	0.18886884	0.60060366	0.1069549	0.1069549	-0.1397067	0.13543878	-0.038868246	-0.20409716	0.0041242163	-0.16409334	-0.39726587	0.17976714	0.074074858
0.15560717	-0.001955237	-0.10513744	0.96490148	-0.14223511	-0.0051562693	-0.29647596	0.030909447	-0.15682546	0.031817839	0.031817839	-0.20890989	0.13431561	-0.090210202	-0.36226289	-0.054746982	-0.2429034	-0.49668896	0.060998168	-0.15603134
0.34723761	-0.039452133	-0.16371684	0.964487	-0.14637189	-0.0016829063	0.84584928	-0.37277921	0.26513536	0.09598716	0.09598716	-0.1233255	0.32150672	0.013373081	-0.30349147	0.070910322	-0.16817062	-0.39974004	0.27325316	0.089927421
0.34370306	-0.0046092161	-0.069046477	0.96866387	-0.15154061	-0.013320544	-0.079213668	0.0365354	-0.07423073	0.19427385	0.19427385	-0.069674178	0.14249244	-0.22321759	-0.36962075	0.12130212	-0.3021036	-0.3905264	0.14654689	0.071747898
0.40185839	0.028293813	-0.063996016	0.94657596	-0.19128318	0.0039571936	0.019934134	-0.059203445	0.1485815	0.28537643	0.28537643	-0.12967376	-0.09873577	-0.23330525	-0.3164799	-0.14406654	-0.28594342	-0.37870169	-0.024371101	-0.091687232
0.24177764	0.0085681469	-0.14701875	0.98182777	-0.15367558	0.015587887	0.40328718	-0.038189163	-0.33156184	0.18757955	0.18757955	-0.16680438	-0.088463301	-0.11943128	-0.2504963	-0.19419489	-0.17698327	-0.3679955	-0.054398851	-0.069184987
0.29865265	-0.036022195	-0.18899607	0.98409379	-0.13958733	-0.0046662202	-0.10024523	0.1506361	0.0049895076	0.2015218	0.2015218	-0.078580349	0.082984836	0.078404076	-0.20269724	-0.081832896	-0.040712443	-0.27768016	0.12770859	-0.0056365556
0.24398268	-0.0063648349	-0.093234627	0.96833065	-0.15647188	-0.030026213	0.22224252	0.18649913	0.29280478	0.27848869	0.27848869	-0.050309744	-0.016303259	0.041605878	-0.17673848	-0.093666997	-0.032922423	-0.2742998	0.085627544	-0.0042544764
0.27970006	-0.0043966627	-0.10951964	0.97323658	-0.1572383	-0.024838928	-0.013284971	-0.034543307	-0.073303806	0.33384489	0.33384489	-0.014153512	-0.062096002	0.094407433	-0.13654513	-0.13693737	-0.016706002	-0.19815257	0.052708606	0.037139586
0.25284446	-0.040771677	-0.12389992	0.9694363	-0.14781926	-0.027637606	0.057532894	-0.096920945	-0.23851182	0.36126543	0.36126543	0.12905683	0.12316988	0.068398805	-0.19548173	0.18205489	0.10939289	-0.22465461	0.20164514	0.18361852
0.3277496	0.012944619	-0.10328175	0.96241013	-0.15082497	-0.033911231	0.30071229	0.036527066	-0.12775725	0.31302008	0.31302008	0.071617326	0.17586441	-0.11346328	-0.2966183	0.23602015	-0.15677023	-0.31711875	0.29123171	0.21581769
0.32994938	-0.030467356	-0.086058546	0.94941566	-0.16364399	-0.0046531691	0.016467996	-0.38159458	-0.16216461	0.21830412	0.21830412	-0.082253718	0.0094555215	0.030493618	-0.25017303	-0.031879289	-0.07249304	-0.35153445	0.098780862	0.044300851
0.2467163	0.0093872096	-0.12708783	0.96019898	-0.15034527	0.0086981083	0.36652989	0.032722469	-0.21333434	0.075155675	0.075155675	-0.15575588	-0.1235783	-0.21918117	-0.37302165	-0.10980234	-0.27215784	-0.46255306	-0.11216889	-0.19246645
0.35955772	-0.020126963	-0.15226049	0.97552858	-0.1373825	-0.0080895499	0.58177288	0.053511089	-0.064300532	0.015453892	0.015453892	-0.12474143	0.10639629	-0.11800196	-0.37993	-0.0033856321	-0.18461453	-0.43457729	0.13318443	-0.046881816
0.32934162	-0.02317502	-0.1283096	0.97558889	-0.13581601	-0.022142311	-0.50672125	0.14960418	0.098984452	0.052221253	0.052221253	-0.17821817	0.23184946	-0.17007742	-0.36527416	0.02942742	-0.29569486	-0.43901345	0.20030448	0.027236286
0.29116254	-0.018380765	-0.11190128	0.97561261	-0.14267419	-0.023153536	-0.52949073	0.13722548	-0.025749139	0.073011136	0.073011136	-0.14761243	0.20045887	0.041571629	-0.25832735	-0.064955758	-0.1673723	-0.32529485	0.21769244	0.03141691
0.1235127	-0.017160201	-0.11632018	0.97145255	-0.14619105	-0.022331276	0.14989531	0.083475337	0.023154293	0.042784884	0.042784884	-0.22638043	-0.018945932	0.024161408	-0.28844785	-0.17207687	-0.17879011	-0.40023842	0.017358199	-0.070076112
0.24804325	0.0013136639	-0.084528995	0.956002	-0.15184039	-0.024052522	0.78920198	-0.14461672	0.20146113	0.069341587	0.069341587	-0.28330883	0.058010091	-0.3084861	-0.47480314	-0.21027062	-0.40717092	-0.55026081	0.032520622	-0.2186849
0.41037932	-0.024564374	-0.11262263	0.95540033	-0.1433827	-0.010921497	-0.086568111	-0.27275632	-0.016463201	0.059785761	0.059785761	-0.22898521	0.15672615	-0.26899358	-0.46048479	-0.055323352	-0.45031073	-0.52582913	0.23132208	-0.036715457
0.29414738	-0.064059994	-0.23349103	0.96799516	-0.19082313	-0.12392743	0.005901867	-0.15619742	0.15743199	-0.1003251	-0.1003251	-0.36824966	-0.24396216	-0.0808538	-0.36602675	-0.39350706	-0.28489678	-0.55657567	-0.31174274	-0.44875793
0.25194232	-0.031692636	-0.08255878	0.94287316	-0.20948612	-0.14898409	-0.18310359	0.29373096	0.21760932	-0.1628798	-0.1628798	-0.44714487	-0.32775367	-0.1842412	-0.41844408	-0.50165692	-0.38432376	-0.61918561	-0.39895436	-0.47411128
0.23453128	-0.0015615131	-0.11522513	0.93159408	-0.22081698	-0.14383521	-0.091191912	0.13727765	0.080075228	-0.15543122	-0.15543122	-0.46901766	-0.38588252	-0.24357509	-0.40351105	-0.50454673	-0.46856438	-0.59233748	-0.3939598	-0.48994962
0.20000373	0.0013893948	-0.07777106	0.93761905	-0.21492868	-0.14824741	0.21397682	-0.067412957	0.079188172	-0.15792143	-0.15792143	-0.45155407	-0.34986195	-0.15357044	-0.39193284	-0.46198517	-0.39612109	-0.58357638	-0.37456649	-0.42879704
0.21263153	-0.012181143	-0.034678716	0.9421193	-0.2008108	-0.14484295	0.19640639	-0.18608105	0.14266528	-0.18674203	-0.18674203	-0.46551611	-0.38962867	-0.18351246	-0.45699124	-0.49894522	-0.4067035	-0.60484593	-0.40894718	-0.47591763
0.28311619	-0.028842656	-0.11578225	0.94132483	-0.19842	-0.13164485	0.25047549	-0.0032846228	0.03838915	-0.15723065	-0.15723065	-0.49602122	-0.49115148	-0.30376522	-0.45214872	-0.52100002	-0.48426947	-0.60786987	-0.49212922	-0.52861353
0.3276879	-0.038858603	-0.10954358	0.93959573	-0.20446078	-0.14114439	0.40333443	-0.27876352	-0.30380334	-0.14952621	-0.14952621	-0.490477	-0.37171334	-0.23507276	-0.36391958	-0.48349076	-0.47101031	-0.59638608	-0.39759433	-0.47118436
0.31602965	-0.039048494	-0.047755775	0.93717838	-0.20910655	-0.14555277	0.30393986	-0.31119276	-0.22713897	-0.17410961	-0.17410961	-0.51146315	-0.42833585	-0.29438687	-0.51678439	-0.5107831	-0.48215573	-0.66789945	-0.4049127	-0.48955503
0.18773885	-0.069862893	-0.17941697	0.97189159	-0.18991835	-0.12258839	0.30524081	-0.12946821	-0.055930234	-0.12403485	-0.12403485	-0.5009425	-0.4033274	-0.30142137	-0.49203399	-0.50393953	-0.52482619	-0.65785428	-0.40702373	-0.47397607
0.31913102	-0.0083624044	-0.11399873	0.94714091	-0.21988339	-0.14645051	0.26063885	-0.16759726	-0.19744226	-0.15973279	-0.15973279	-0.50587268	-0.42882772	-0.28611201	-0.50023785	-0.56048214	-0.49573923	-0.67130459	-0.45384707	-0.5353726
0.29160544	-0.023000155	-0.099367361	0.93921656	-0.22104651	-0.14565718	0.19642262	0.056004364	-0.043444851	-0.16275806	-0.16275806	-0.52640385	-0.42847448	-0.27713496	-0.47977717	-0.54800374	-0.5096003	-0.66739966	-0.47254441	-0.55634147
0.28805857	-0.0060729942	-0.12292858	0.93700854	-0.22451638	-0.14610211	0.083024496	-0.043222124	-0.12404241	-0.13481834	-0.13481834	-0.49551756	-0.41751391	-0.2760133	-0.39351968	-0.50703363	-0.50326898	-0.62072663	-0.43804983	-0.47866259
0.34255579	0.0051841384	-0.11657416	0.93352312	-0.21963159	-0.14833373	-0.16559987	-0.24442734	-0.1260897	-0.13092182	-0.13092182	-0.46287128	-0.3608501	-0.22132986	-0.36415387	-0.48625817	-0.44405794	-0.6091507	-0.39797542	-0.47513664
0.26843012	-0.019293197	-0.10288076	0.93332723	-0.20771563	-0.13897653	-0.0046098113	-0.11283407	0.067913473	-0.16419937	-0.16419937	-0.50868483	-0.46552987	-0.34944936	-0.47394969	-0.51758096	-0.57727392	-0.66464037	-0.46888229	-0.5468517
0.29747686	-0.020358574	-0.13141399	0.93137174	-0.2051301	-0.13812355	0.06358329	-0.044206373	0.063351103	-0.16677554	-0.16677554	-0.54814025	-0.43929853	-0.36912448	-0.50449892	-0.52918066	-0.59440665	-0.68615394	-0.48609593	-0.56441725
0.34321559	-0.03844319	-0.11765907	0.92976665	-0.20504977	-0.14525077	0.015095342	0.090877903	0.099318155	-0.16431619	-0.16431619	-0.51743734	-0.45881539	-0.33616593	-0.489686	-0.56762387	-0.46981408	-0.62301224	-0.44627728	-0.47435148
0.27028272	-0.037599627	-0.12820092	0.9354091	-0.21481019	-0.14496178	0.13527776	0.22700347	0.031767361	-0.17883277	-0.17883277	-0.50764597	-0.4571819	-0.29318919	-0.50477033	-0.51487158	-0.43987157	-0.62292038	-0.42987091	-0.42068681
0.2463728	-0.077362956	-0.16883895	0.96275732	-0.1896646	-0.15104361	0.20261352	-0.27225284	-0.35279565	-0.11857549	-0.11857549	-0.48245208	-0.38703145	-0.19072234	-0.40401704	-0.51869529	-0.40683535	-0.61239049	-0.40814017	-0.49883455
0.36966723	-0.045559977	-0.16093747	0.93954975	-0.22004676	-0.16629514	-0.080455477	-0.021191344	-0.014824448	-0.14243141	-0.14243141	-0.4953334	-0.4025875	-0.28543488	-0.38531789	-0.53918856	-0.46707105	-0.58656114	-0.38452898	-0.4893619
0.31422441	-0.019856316	-0.13568074	0.92957665	-0.2318872	-0.17142155	-0.17220123	0.057124484	0.23809507	-0.15505355	-0.15505355	-0.47436884	-0.30774689	-0.35768153	-0.37266396	-0.44803114	-0.48791578	-0.5810094	-0.32293463	-0.4511858
0.27040931	-0.010154916	-0.10133939	0.92733912	-0.231928	-0.17399748	-0.12062204	-0.030947165	0.13363864	-0.15413526	-0.15413526	-0.41436024	-0.30319179	-0.20424416	-0.39611093	-0.40598867	-0.35680452	-0.55987847	-0.27790512	-0.38020533
0.25436443	-0.0074719388	-0.069483148	0.92715245	-0.22934497	-0.17362713	-0.087925477	0.12171128	0.12982285	-0.19654892	-0.19654892	-0.44213162	-0.36493425	-0.23046777	-0.43583932	-0.45781669	-0.37722093	-0.57978607	-0.30573357	-0.42704303
0.21474652	-0.014121286	-0.077911543	0.92511253	-0.22378201	-0.15886473	0.04930874	-0.0045193184	0.013049194	-0.13649925	-0.13649925	-0.48921275	-0.39964283	-0.29485914	-0.46849801	-0.47003644	-0.4531837	-0.64102554	-0.42478536	-0.45407427
0.25560118	-0.021905514	-0.10008075	0.92658987	-0.22369596	-0.1476061	0.11575401	-0.076149608	0.026709878	-0.095454395	-0.095454395	-0.47221435	-0.30570657	-0.26899169	-0.44495079	-0.42154253	-0.46447585	-0.65116478	-0.37326215	-0.41300013
0.26642111	-0.0094380121	-0.080811592	0.94221582	-0.22579807	-0.1507429	0.33845303	-0.052829895	0.13758253	-0.1624311	-0.1624311	-0.47392637	-0.38419627	-0.2280054	-0.39078662	-0.49271991	-0.37482791	-0.61879015	-0.41265257	-0.39913817
0.28317117	-0.020314872	-0.20728582	0.96029401	-0.19621971	0.032451014	0.076494942	-0.018314141	0.031586924	-0.87411429	-0.87411429	-0.94313916	-0.9715957	-0.84126115	-0.91333768	-0.96321459	-0.89791101	-0.95126673	-0.91359959	-0.93713136
0.28162877	-0.021067372	-0.13248117	0.96143096	-0.19472346	0.0010791576	0.086529702	-0.022397364	0.00013458637	-0.94687055	-0.94687055	-0.9688804	-0.98017217	-0.90391819	-0.95938879	-0.97419784	-0.94641019	-0.96945368	-0.94627293	-0.96605362
0.27607667	-0.027136767	-0.11560957	0.96272198	-0.19899235	-0.010133374	0.074818973	0.042057012	0.018066083	-0.9830491	-0.9830491	-0.988058	-0.99050545	-0.9631115	-0.98058956	-0.98684439	-0.97436366	-0.98884102	-0.97436951	-0.98433736
0.27610493	-0.020150292	-0.118754	0.96226943	-0.20582789	-0.013341532	0.076805521	0.015999732	-0.008059581	-0.99352114	-0.99352114	-0.99362241	-0.99739163	-0.99214633	-0.98814409	-0.99568981	-0.99311647	-0.98966204	-0.99242061	-0.99662469
0.27841812	-0.016270548	-0.11644741	0.96188009	-0.20780106	-0.017804837	0.075475249	0.013994148	0.0037425169	-0.99044402	-0.99044402	-0.99272642	-0.99613527	-0.98914824	-0.98477922	-0.99390188	-0.99272284	-0.98871945	-0.98885592	-0.99636738
0.28067849	-0.012590408	-0.10143717	0.96218737	-0.20672023	-0.020581263	0.076782536	0.00546818	0.014470005	-0.98751722	-0.98751722	-0.99096998	-0.99614306	-0.98564392	-0.98000037	-0.99468882	-0.98980998	-0.98407009	-0.98669281	-0.99179166
0.27836107	-0.015668108	-0.099043113	0.96289129	-0.20418719	-0.017383272	0.076681219	0.015889813	-0.0021000083	-0.98814921	-0.98814921	-0.99010474	-0.99460257	-0.98577412	-0.98373003	-0.99374493	-0.98809319	-0.98620478	-0.99098034	-0.99087275
0.27651666	-0.016758165	-0.10633804	0.96323754	-0.20346891	-0.014182489	0.076084189	0.016329465	-0.006110191	-0.99320932	-0.99320932	-0.99309085	-0.99395392	-0.98576889	-0.98960012	-0.99212017	-0.98939296	-0.99180528	-0.99447516	-0.9946847
0.27827448	-0.014037867	-0.10578742	0.96312266	-0.20293896	-0.013260467	0.074005623	0.014008599	0.0058124621	-0.99657058	-0.99657058	-0.99464246	-0.99471638	-0.98976173	-0.99418963	-0.99197473	-0.99162861	-0.9933743	-0.99553236	-0.99306071
0.27644277	-0.016219016	-0.10653508	0.96311605	-0.20095503	-0.012053994	0.072399258	0.0065740368	-0.0077257512	-0.9933963	-0.9933963	-0.99264086	-0.9955299	-0.98034428	-0.99289086	-0.99155144	-0.98482262	-0.99381871	-0.99306273	-0.99105426
0.27711575	-0.022718678	-0.1224341	0.96274113	-0.20054176	-0.012031355	0.077597145	0.001380307	-0.01570295	-0.98486535	-0.98486535	-0.99043121	-0.99618352	-0.97685777	-0.98230715	-0.99436067	-0.97989926	-0.99057912	-0.98713192	-0.98867151
0.28005249	-0.017107084	-0.11551549	0.96257375	-0.2034764	-0.01707885	0.079686161	0.019661971	0.0065484175	-0.98219428	-0.98219428	-0.9910266	-0.99512737	-0.98192717	-0.97731004	-0.99424755	-0.98776568	-0.98535732	-0.98368461	-0.98834954
